State	Code	Volumes	SD	Avg
PA	06001	8.00	2058.37	31815.00
PA	06001	8.00	2058.37	31815.00
PA	06001	8.00	2058.37	31815.00
PA	06001	8.00	2058.37	31815.00
PA	06001	8.00	2058.37	31815.00
PA	06001	8.00	2058.37	31815.00
PA	06001	6.00	4033.22	25901.00
PA	06001	6.00	4033.22	25901.00
PA	06001	6.00	4033.22	25901.00
PA	06001	3.00	2706.53	24548.00
PA	06001	6.00	748.19	26932.00
PA	06001	6.00	748.19	26932.00
PA	06001	6.00	748.19	26932.00
PA	06001	6.00	748.19	26932.00
PA	06001	6.00	748.19	26932.00
PA	06001	6.00	748.19	26932.00
PA	06001	6.00	748.19	26932.00
PA	06001	6.00	748.19	26932.00
PA	06001	6.00	748.19	26932.00
PA	06001	6.00	748.19	26932.00
PA	06001	6.00	748.19	26932.00
PA	06001	6.00	748.19	26932.00
PA	06001	4.00	396.88	30532.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	3.00	926.88	19359.00
PA	06001	7.00	504.39	34154.00
PA	06001	7.00	504.39	34154.00
PA	06001	7.00	504.39	34154.00
PA	06001	7.00	504.39	34154.00
PA	06001	7.00	504.39	34154.00
PA	06001	7.00	504.39	34154.00
PA	06001	8.00	421.55	19224.00
TX	06001	4.00	925.63	14517.00
TX	06001	8.00	1629.31	15578.00
TX	06001	15.00	1478.00	17513.00
TX	06001	15.00	1478.00	17513.00
TX	06001	15.00	1478.00	17513.00
TX	06001	12.00	457.93	17497.00
TX	06001	14.00	904.56	21651.00
TX	06001	14.00	904.56	21651.00
TX	06001	8.00	923.15	19935.00
TX	06001	14.00	904.56	21651.00
TX	06001	14.00	904.56	21651.00
TX	06001	14.00	904.56	21651.00
TX	06001	13.00	1342.75	22969.00
TX	06001	13.00	1342.75	22969.00
TX	06001	13.00	1342.75	22969.00
TX	06001	8.00	5898.06	24729.00
TX	06001	7.00	970.06	22493.00
TX	06001	7.00	970.06	22493.00
TX	06001	7.00	970.06	22493.00
TX	06001	7.00	970.06	22493.00
TX	06001	7.00	970.06	22493.00
TX	06001	7.00	970.06	22493.00
TX	06001	7.00	970.06	22493.00
TX	06001	3.00	283.30	16393.00
TX	06001	9.00	504.91	16458.00
TX	06001	9.00	504.91	16458.00
TX	06001	9.00	504.91	16458.00
TX	06001	9.00	504.91	16458.00
TX	06001	9.00	504.91	16458.00
TX	06001	9.00	504.91	16458.00
TX	06001	9.00	504.91	16458.00
TX	06001	7.00	1773.31	19684.00
TX	06001	7.00	1773.31	19684.00
TX	06001	13.00	899.39	21880.00
TX	06001	13.00	899.39	21880.00
TX	06001	13.00	899.39	21880.00
TX	06001	13.00	899.39	21880.00
TX	06001	13.00	899.39	21880.00
TX	06001	4.00	436.88	18167.00
TX	06001	29.00	3009.03	26728.00
TX	06001	29.00	3009.03	26728.00
TX	06001	29.00	3009.03	26728.00
TX	06001	8.00	720.01	21062.00
TX	06001	8.00	720.01	21062.00
TX	06001	8.00	720.01	21062.00
TX	06001	7.00	1758.08	26371.00
TX	06001	13.00	899.39	21880.00
TX	06001	13.00	1342.75	22969.00
TX	06001	13.00	1342.75	22969.00
TX	06001	14.00	904.56	21651.00
TX	06001	3.00	149.77	13754.00
TX	06001	95.00	2666.21	11838.00
TX	06001	7.00	1570.74	24007.00
TX	06001	7.00	1570.74	24007.00
TX	06001	7.00	1570.74	24007.00
TX	06001	8.00	5898.06	24729.00
TX	06001	19.00	643.48	21761.00
TX	06001	8.00	5898.06	24729.00
TX	06001	3.00	529.91	20766.00
TX	06001	3.00	545.10	20913.00
TX	06001	19.00	643.48	21761.00
TX	06001	19.00	643.48	21761.00
TX	06001	19.00	643.48	21761.00
TX	06001	19.00	643.48	21761.00
TX	06001	4.00	601.59	26984.00
TX	06001	4.00	601.59	26984.00
TX	06001	4.00	777.40	23941.00
TX	06001	4.00	777.40	23941.00
TX	06001	4.00	777.40	23941.00
TX	06001	11.00	418.13	17249.00
TX	06001	11.00	418.13	17249.00
TX	06001	19.00	643.48	21761.00
TX	06001	4.00	925.63	14517.00
TX	06001	4.00	925.63	14517.00
TX	06001	4.00	925.63	14517.00
TX	06001	4.00	925.63	14517.00
TX	06001	15.00	1478.00	17513.00
TX	06001	3.00	283.30	16393.00
TX	06001	15.00	1478.00	17513.00
TX	06001	15.00	1478.00	17513.00
TX	06001	7.00	395.24	17642.00
TX	06001	15.00	1478.00	17513.00
TX	06001	15.00	1478.00	17513.00
TX	06001	5.00	4512.78	15205.00
TX	06001	7.00	1758.08	26371.00
TX	06001	7.00	1758.08	26371.00
TX	06001	7.00	1758.08	26371.00
TX	06001	7.00	1758.08	26371.00
TX	06001	7.00	1758.08	26371.00
TX	06001	5.00	574.76	23024.00
TX	06001	3.00	182.59	15089.00
TX	06001	8.00	923.15	19935.00
TX	06001	4.00	10282.53	27006.00
TX	06001	4.00	10282.53	27006.00
TX	06001	4.00	10282.53	27006.00
TX	06001	15.00	1478.00	17513.00
TX	06001	7.00	707.38	20277.00
TX	06001	9.00	3284.97	25561.00
TX	06001	7.00	707.38	20277.00
TX	06001	15.00	1478.00	17513.00
TX	06001	15.00	1478.00	17513.00
TX	06001	4.00	1264.85	24277.00
TX	06001	3.00	201.83	26000.00
TX	06001	12.00	377.37	25152.00
TX	06001	12.00	377.37	25152.00
TX	06001	12.00	377.37	25152.00
TX	06001	5.00	574.76	23024.00
TX	06001	5.00	574.76	23024.00
TX	06001	95.00	2666.21	11838.00
TX	06001	49.00	867.16	23403.00
TX	06001	3.00	283.30	16393.00
TX	06001	6.00	710.37	14613.00
TX	06001	6.00	710.37	14613.00
TX	06001	6.00	710.37	14613.00
TX	06001	6.00	710.37	14613.00
IL	06101	6.00	3827.92	22117.00
IL	06101	3.00	3694.09	22905.00
IL	06101	3.00	3694.09	22905.00
IL	06101	6.00	10548.55	27615.00
IL	06101	3.00	4968.73	17862.00
IL	06101	3.00	8251.57	34958.00
TX	06101	3.00	57.00	13453.00
TX	06101	3.00	57.00	13453.00
TX	06101	3.00	57.00	13453.00
TX	06101	4.00	1614.66	13308.00
TX	06101	4.00	1614.66	13308.00
TX	06101	4.00	1614.66	13308.00
TX	06101	4.00	1614.66	13308.00
TX	06101	4.00	1614.66	13308.00
TX	06101	4.00	828.21	15434.00
TX	06101	3.00	745.98	12443.00
TX	06101	3.00	745.98	12443.00
TX	06101	5.00	228.94	12254.00
TX	06101	3.00	1156.85	16759.00
TX	06101	4.00	1614.66	13308.00
TX	06101	8.00	1007.05	6779.00
TX	06101	4.00	828.21	15434.00
TX	06101	4.00	828.21	15434.00
TX	06101	3.00	210.28	16224.00
TX	06101	3.00	57.00	13453.00
TX	06101	3.00	57.00	13453.00
TX	06101	3.00	57.00	13453.00
TX	06101	3.00	57.00	13453.00
TX	06101	3.00	57.00	13453.00
TX	06101	3.00	8451.12	18346.00
TX	06101	3.00	8451.12	18346.00
TX	06101	3.00	8451.12	18346.00
TX	06101	9.00	312.26	8196.00
TX	06101	3.00	57.00	13453.00
TX	06101	3.00	57.00	13453.00
TX	06101	3.00	57.00	13453.00
TX	06101	8.00	1007.05	6779.00
TX	06101	6.00	420.65	14391.00
TX	06101	3.00	846.47	8818.00
TX	06101	6.00	420.65	14391.00
TX	06101	6.00	420.65	14391.00
IL	09501	3.00	10373.84	89265.00
IL	09501	5.00	7335.02	71328.00
IL	09501	3.00	2454.51	116798.00
IL	09501	3.00	9361.94	60463.00
IL	09501	3.00	14403.86	71221.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	406.46	69335.00
PA	09501	3.00	2651.07	53462.00
PA	09501	3.00	2651.07	53462.00
PA	09501	3.00	2651.07	53462.00
PA	09501	3.00	2651.07	53462.00
PA	09501	3.00	2651.07	53462.00
PA	09501	3.00	2651.07	53462.00
PA	09501	3.00	2651.07	53462.00
PA	09501	3.00	2651.07	53462.00
PA	09501	3.00	2651.07	53462.00
PA	09501	3.00	2651.07	53462.00
PA	09501	3.00	2651.07	53462.00
TX	09501	5.00	1124.97	37748.00
TX	09501	5.00	1124.97	37748.00
TX	09501	5.00	1124.97	37748.00
TX	09501	4.00	894.87	54690.00
TX	09501	3.00	62603.44	154015.00
TX	09501	3.00	1593.96	49984.00
TX	09501	6.00	6277.57	47431.00
TX	09501	6.00	6277.57	47431.00
TX	09501	6.00	6277.57	47431.00
TX	09501	6.00	6277.57	47431.00
TX	09501	6.00	6277.57	47431.00
TX	09501	3.00	3969.69	67378.00
TX	09501	3.00	3969.69	67378.00
TX	09501	3.00	3969.69	67378.00
TX	09501	3.00	3969.69	67378.00
TX	09501	3.00	3969.69	67378.00
TX	09501	5.00	8515.13	54582.00
TX	09501	3.00	25988.71	61289.00
TX	09501	3.00	276.72	43891.00
TX	09501	3.00	276.72	43891.00
TX	09501	3.00	3969.69	67378.00
TX	09501	5.00	545.09	40108.00
TX	09501	4.00	20615.40	55671.00
TX	09501	3.00	62603.44	154015.00
TX	09501	3.00	62603.44	154015.00
TX	09501	3.00	1593.96	49984.00
TX	09501	3.00	12454.64	57017.00
TX	09501	3.00	12454.64	57017.00
TX	09501	3.00	12454.64	57017.00
TX	09501	4.00	20615.40	55671.00
TX	09501	4.00	20615.40	55671.00
TX	09501	4.00	20615.40	55671.00
TX	09501	4.00	20615.40	55671.00
TX	09501	3.00	936.37	66628.00
TX	09501	3.00	936.37	66628.00
TX	09501	4.00	8757.74	120576.00
TX	09501	4.00	10535.20	129852.00
TX	09501	4.00	1970.22	39846.00
TX	09501	4.00	1970.22	39846.00
TX	09501	4.00	6262.23	88629.00
TX	09501	4.00	6262.23	88629.00
TX	09501	4.00	6262.23	88629.00
TX	09501	4.00	6262.23	88629.00
TX	09501	5.00	222.65	51531.00
TX	09501	5.00	222.65	51531.00
TX	09501	3.00	1593.96	49984.00
IL	09801	4.00	8101.71	26003.00
IL	09801	6.00	4219.58	25787.00
IL	09801	7.00	4574.50	24729.00
IL	09801	12.00	4635.28	37087.00
IL	09801	5.00	5183.02	27092.00
IL	09801	10.00	4085.99	28624.00
IL	09801	4.00	2072.17	32457.00
IL	09801	10.00	2135.15	25445.00
IL	09801	5.00	6292.72	28648.00
IL	09801	4.00	7369.78	24785.00
IL	09801	5.00	2405.25	46796.00
IL	09801	6.00	5497.17	52459.00
IL	09801	3.00	5847.24	24764.00
IL	09801	10.00	5835.59	25845.00
IL	09801	7.00	6153.77	38532.00
IL	09801	3.00	1303.04	19575.00
IL	09801	3.00	4698.64	35160.00
IL	09801	16.00	5688.41	18767.00
IL	09801	5.00	6214.31	37045.00
IL	09801	3.00	5536.51	27664.00
IL	09801	5.00	3996.66	30207.00
IL	09801	7.00	11318.96	44035.00
IL	09801	5.00	9678.47	29208.00
IL	09801	13.00	5223.20	38480.00
IL	09801	13.00	5223.20	38480.00
IL	09801	25.00	3728.02	25390.00
IL	09801	5.00	13050.65	25482.00
IL	09801	28.00	9412.66	27556.00
IL	09801	28.00	9412.66	27556.00
IL	09801	6.00	8181.87	39966.00
IL	09801	5.00	3866.03	24511.00
IL	09801	4.00	6709.35	39517.00
IL	09801	3.00	13215.23	35599.00
IL	09801	3.00	737.46	18301.00
IL	09801	7.00	4093.83	17722.00
IL	09801	4.00	8961.55	32140.00
IL	09801	3.00	10996.70	41308.00
IL	09801	7.00	6029.41	29816.00
IL	09801	4.00	5023.37	33540.00
IL	09801	11.00	3784.09	20006.00
IL	09801	11.00	3784.09	20006.00
IL	09801	4.00	3126.97	26070.00
IL	09801	4.00	4392.06	31411.00
IL	09801	4.00	5782.28	32454.00
IL	09801	5.00	8523.49	23313.00
IL	09801	5.00	8523.49	23313.00
IL	09801	3.00	3522.13	18224.00
IL	09801	22.00	11385.89	37788.00
PA	09801	3.00	707.97	25237.00
PA	09801	3.00	707.97	25237.00
PA	09801	3.00	707.97	25237.00
PA	09801	3.00	707.97	25237.00
PA	09801	3.00	707.97	25237.00
PA	09801	3.00	707.97	25237.00
PA	09801	3.00	707.97	25237.00
PA	09801	3.00	707.97	25237.00
PA	09801	3.00	707.97	25237.00
PA	09801	6.00	926.48	29942.00
PA	09801	6.00	926.48	29942.00
PA	09801	6.00	926.48	29942.00
PA	09801	6.00	926.48	29942.00
PA	09801	6.00	926.48	29942.00
PA	09801	6.00	926.48	29942.00
PA	09801	4.00	8011.29	35994.00
PA	09801	4.00	8011.29	35994.00
PA	09801	4.00	8011.29	35994.00
PA	09801	4.00	8011.29	35994.00
PA	09801	4.00	8011.29	35994.00
PA	09801	4.00	8011.29	35994.00
PA	09801	4.00	8011.29	35994.00
PA	09801	4.00	8011.29	35994.00
PA	09801	4.00	8011.29	35994.00
PA	09801	4.00	8011.29	35994.00
PA	09801	4.00	8011.29	35994.00
PA	09801	4.00	8011.29	35994.00
PA	09801	10.00	1208.02	28097.00
PA	09801	10.00	1208.02	28097.00
PA	09801	10.00	1208.02	28097.00
PA	09801	3.00	125.68	25655.00
PA	09801	9.00	1703.55	31150.00
PA	09801	9.00	1703.55	31150.00
PA	09801	9.00	1703.55	31150.00
PA	09801	9.00	1703.55	31150.00
PA	09801	9.00	1703.55	31150.00
PA	09801	9.00	1703.55	31150.00
PA	09801	9.00	1703.55	31150.00
PA	09801	9.00	1703.55	31150.00
PA	09801	9.00	1703.55	31150.00
PA	09801	9.00	1703.55	31150.00
PA	09801	9.00	1703.55	31150.00
PA	09801	9.00	1703.55	31150.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	3.00	524.44	22623.00
PA	09801	6.00	7015.68	33942.00
PA	09801	6.00	7015.68	33942.00
PA	09801	6.00	7015.68	33942.00
PA	09801	6.00	7015.68	33942.00
PA	09801	6.00	7015.68	33942.00
PA	09801	6.00	7015.68	33942.00
PA	09801	6.00	437.50	22665.00
PA	09801	5.00	2212.70	20788.00
PA	09801	5.00	2212.70	20788.00
PA	09801	5.00	2212.70	20788.00
PA	09801	5.00	2212.70	20788.00
PA	09801	5.00	2212.70	20788.00
PA	09801	5.00	2212.70	20788.00
PA	09801	5.00	2212.70	20788.00
PA	09801	5.00	2212.70	20788.00
PA	09801	5.00	2212.70	20788.00
PA	09801	5.00	2212.70	20788.00
PA	09801	5.00	2212.70	20788.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
PA	09801	4.00	9545.48	45195.00
TX	09801	11.00	710.05	12745.00
TX	09801	5.00	420.84	12429.00
TX	09801	5.00	420.84	12429.00
TX	09801	12.00	1857.28	16799.00
TX	09801	12.00	1857.28	16799.00
TX	09801	12.00	1857.28	16799.00
TX	09801	15.00	471.82	16425.00
TX	09801	37.00	2239.24	19759.00
TX	09801	3.00	257.53	20319.00
TX	09801	11.00	1043.23	17732.00
TX	09801	11.00	1043.23	17732.00
TX	09801	37.00	2239.24	19759.00
TX	09801	5.00	2710.29	19540.00
TX	09801	11.00	1303.25	18356.00
TX	09801	3.00	546.09	18675.00
TX	09801	5.00	2114.58	17756.00
TX	09801	16.00	1298.47	19938.00
TX	09801	37.00	2239.24	19759.00
TX	09801	37.00	2239.24	19759.00
TX	09801	37.00	2239.24	19759.00
TX	09801	4.00	3469.42	24185.00
TX	09801	4.00	3469.42	24185.00
TX	09801	4.00	3469.42	24185.00
TX	09801	4.00	3469.42	24185.00
TX	09801	16.00	2015.77	20324.00
TX	09801	16.00	2015.77	20324.00
TX	09801	16.00	2015.77	20324.00
TX	09801	8.00	1572.81	22311.00
TX	09801	8.00	686.74	15446.00
TX	09801	3.00	538.45	16135.00
TX	09801	3.00	538.45	16135.00
TX	09801	3.00	538.45	16135.00
TX	09801	3.00	538.45	16135.00
TX	09801	3.00	538.45	16135.00
TX	09801	3.00	538.45	16135.00
TX	09801	3.00	538.45	16135.00
TX	09801	3.00	186.64	15517.00
TX	09801	3.00	2043.61	15437.00
TX	09801	3.00	2043.61	15437.00
TX	09801	7.00	1716.78	13067.00
TX	09801	7.00	1716.78	13067.00
TX	09801	7.00	1716.78	13067.00
TX	09801	7.00	1716.78	13067.00
TX	09801	7.00	1716.78	13067.00
TX	09801	5.00	2244.55	18394.00
TX	09801	5.00	2244.55	18394.00
TX	09801	3.00	278.65	12011.00
TX	09801	3.00	278.65	12011.00
TX	09801	7.00	1596.39	18418.00
TX	09801	7.00	1596.39	18418.00
TX	09801	7.00	1596.39	18418.00
TX	09801	7.00	1596.39	18418.00
TX	09801	3.00	1155.97	18025.00
TX	09801	3.00	1155.97	18025.00
TX	09801	3.00	1155.97	18025.00
TX	09801	3.00	1155.97	18025.00
TX	09801	3.00	1155.97	18025.00
TX	09801	3.00	1155.97	18025.00
TX	09801	17.00	1202.20	19443.00
TX	09801	17.00	1202.20	19443.00
TX	09801	17.00	1202.20	19443.00
TX	09801	17.00	1202.20	19443.00
TX	09801	17.00	1202.20	19443.00
TX	09801	6.00	330.11	18002.00
TX	09801	3.00	6497.53	19471.00
TX	09801	3.00	363.38	11178.00
TX	09801	3.00	363.38	11178.00
TX	09801	3.00	363.38	11178.00
TX	09801	12.00	1531.66	15222.00
TX	09801	5.00	741.62	13918.00
TX	09801	5.00	741.62	13918.00
TX	09801	3.00	5708.57	22266.00
TX	09801	32.00	6803.36	25314.00
TX	09801	32.00	6803.36	25314.00
TX	09801	32.00	6803.36	25314.00
TX	09801	11.00	734.01	20136.00
TX	09801	11.00	734.01	20136.00
TX	09801	11.00	734.01	20136.00
TX	09801	4.00	1512.05	21287.00
TX	09801	7.00	1729.17	21637.00
TX	09801	7.00	1729.17	21637.00
TX	09801	7.00	1729.17	21637.00
TX	09801	6.00	2296.51	21046.00
TX	09801	6.00	2296.51	21046.00
TX	09801	6.00	2296.51	21046.00
TX	09801	6.00	2296.51	21046.00
TX	09801	6.00	2296.51	21046.00
TX	09801	6.00	2296.51	21046.00
TX	09801	6.00	2296.51	21046.00
TX	09801	6.00	2296.51	21046.00
TX	09801	11.00	1043.23	17732.00
TX	09801	17.00	1202.20	19443.00
TX	09801	4.00	295.05	18788.00
TX	09801	16.00	2015.77	20324.00
TX	09801	16.00	2015.77	20324.00
TX	09801	37.00	2239.24	19759.00
TX	09801	5.00	2710.29	19540.00
TX	09801	5.00	2710.29	19540.00
TX	09801	5.00	7175.72	17296.00
TX	09801	40.00	7162.11	20098.00
TX	09801	4.00	4082.83	14973.00
TX	09801	4.00	4082.83	14973.00
TX	09801	3.00	1665.94	19596.00
TX	09801	3.00	1665.94	19596.00
TX	09801	13.00	1878.95	21724.00
TX	09801	13.00	1878.95	21724.00
TX	09801	13.00	1878.95	21724.00
TX	09801	20.00	1070.66	20894.00
TX	09801	4.00	8339.08	26828.00
TX	09801	4.00	8339.08	26828.00
TX	09801	20.00	1070.66	20894.00
TX	09801	20.00	1070.66	20894.00
TX	09801	8.00	1572.81	22311.00
TX	09801	27.00	1582.30	22061.00
TX	09801	8.00	1572.81	22311.00
TX	09801	5.00	1063.06	21229.00
TX	09801	15.00	2142.57	22712.00
TX	09801	27.00	1582.30	22061.00
TX	09801	27.00	1582.30	22061.00
TX	09801	5.00	420.84	12429.00
TX	09801	5.00	420.84	12429.00
TX	09801	27.00	1582.30	22061.00
TX	09801	27.00	1582.30	22061.00
TX	09801	3.00	2389.80	27485.00
TX	09801	3.00	2389.80	27485.00
TX	09801	9.00	1850.85	17012.00
TX	09801	9.00	1850.85	17012.00
TX	09801	9.00	1850.85	17012.00
TX	09801	3.00	6441.38	33055.00
TX	09801	5.00	1366.35	17617.00
TX	09801	5.00	1366.35	17617.00
TX	09801	8.00	957.09	16270.00
TX	09801	9.00	1850.85	17012.00
TX	09801	27.00	1582.30	22061.00
TX	09801	11.00	710.05	12745.00
TX	09801	11.00	710.05	12745.00
TX	09801	11.00	710.05	12745.00
TX	09801	11.00	710.05	12745.00
TX	09801	12.00	1857.28	16799.00
TX	09801	8.00	686.74	15446.00
TX	09801	12.00	1857.28	16799.00
TX	09801	12.00	1857.28	16799.00
